scenario,regime,capacity_ratio,candidate,metric,mean,sd,ci_low,ci_high,n_seeds,family,pct_of_oracle_incremental,fit_seconds,predict_seconds,share_treated
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,6,,100.0,1.6044999332128402e-06,0.0005524576666478333,0.35847459891045413
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,propensity_ev_gbm,pct_of_oracle_incremental,58.54880592737067,8.536396798140432,52.14469858101469,64.55804993672037,6,,58.54880592737067,1.6370232718330346,0.2500715371667563,0.22716960541786213
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,t_learner,pct_of_oracle_incremental,53.59016942497461,5.754241407828213,49.417061312087014,57.59548912740575,6,,53.59016942497461,2.403046004499932,0.3073826821664625,0.24810631195370772
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_t_learner_no_value_model,pct_of_oracle_incremental,52.46985864838402,5.754611964179426,48.11221677064267,56.55958764258691,6,,52.46985864838402,2.065325601333219,0.2264425171667123,0.2583760455339788
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_propensity_ev_no_value_model,pct_of_oracle_incremental,51.85084114871594,12.497945087368599,42.947500259137996,60.83514351755098,6,,51.85084114871594,1.3368934761665514,0.17009634333317078,0.23658449038877383
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_t_learner_no_effort_model,pct_of_oracle_incremental,49.182713332196016,5.67580097523913,45.06029988533519,53.2589667504978,6,,49.182713332196016,1.953974604166433,0.24714036950020576,0.2005081236560566
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_t_learner_no_optimizer,pct_of_oracle_incremental,48.462315416317175,5.610777022283581,44.44923186848764,52.53803774280308,6,,48.462315416317175,2.4026840110000194,0.3076955044995581,0.195868587074555
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_propensity_ev_no_effort_model,pct_of_oracle_incremental,45.68074920557137,9.300925005898803,39.13154968501603,52.666664459583274,6,,45.68074920557137,1.2732575476672234,0.1867614761661874,0.1722496359557956
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,abl_propensity_ev_no_optimizer,pct_of_oracle_incremental,44.90200863829918,9.864257877641426,38.15324121289781,52.52327939042514,6,,44.90200863829918,1.6816124468332418,0.25117093533269025,0.1697746220563662
abl_agent_time_heterogeneity,agent_time_heterogeneity,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,39.00471352446674,4.360898229464095,35.830974064868066,42.13641676528228,6,,39.00471352446674,0.054249941333485624,0.0012766728332280334,0.24493679408339508
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,6,,100.0,1.451667230867315e-06,0.0005432736661532166,0.3533600847028911
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_t_learner_no_value_model,pct_of_oracle_incremental,67.36474863144734,11.236418494909536,58.046881763404876,73.87430392824028,6,,67.36474863144734,2.1734636129998157,0.2280384989996188,0.3075670186844
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,t_learner,pct_of_oracle_incremental,62.727498622390755,11.363073656625774,54.38376803520457,70.58392450338066,6,,62.727498622390755,2.4911295576666816,0.3089271386667557,0.29437259016128264
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_propensity_ev_no_value_model,pct_of_oracle_incremental,59.89328537396326,16.70161487990009,46.307943816780806,70.5266532975823,6,,59.89328537396326,1.3824706139997336,0.17162880600001998,0.27149859089426626
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_t_learner_no_optimizer,pct_of_oracle_incremental,51.751582754139285,11.412306730511771,43.41120933014739,59.74457295530124,6,,51.751582754139285,2.483981896499851,0.3094744741671699,0.250156799128843
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_t_learner_no_effort_model,pct_of_oracle_incremental,51.02822531257576,10.728181618431261,43.30017876373773,58.55982567731774,6,,51.02822531257576,2.0668138949998442,0.2419152908335794,0.23982010723394442
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,propensity_ev_gbm,pct_of_oracle_incremental,50.04151042369048,14.53428458934111,40.137844428937306,61.36209650133659,6,,50.04151042369048,1.7296351433330226,0.2516785251667291,0.25381459326484507
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_propensity_ev_no_effort_model,pct_of_oracle_incremental,35.29946570843083,13.46819272036861,26.48745752887706,46.12667545926437,6,,35.29946570843083,1.2648101254999347,0.1943131659997258,0.19706100953655326
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,abl_propensity_ev_no_optimizer,pct_of_oracle_incremental,35.10147351025361,13.476308315552277,26.35451262230887,45.93211355273485,6,,35.10147351025361,1.7005595835001561,0.25226548699993145,0.19341919989957435
abl_capacity_value_heterogeneity,capacity_value_heterogeneity,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,30.604161741873384,4.073074308937544,27.672032772546228,33.569516479701306,6,,30.604161741873384,0.05525463616716778,0.0012750439997640832,0.24560383174513226
abl_propensity_not_uplift,propensity_not_uplift,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,6,,100.0,1.7311670793181595e-06,0.0005164950001319834,0.30332632113390906
abl_propensity_not_uplift,propensity_not_uplift,0.25,t_learner,pct_of_oracle_incremental,48.272009692359525,8.206889272033964,41.746337109530714,53.47512708774688,6,,48.272009692359525,2.4468509395001092,0.29993930266694707,0.24853677323476656
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_t_learner_no_value_model,pct_of_oracle_incremental,47.41478705241684,5.3973365820943355,43.73583929408165,51.4755160657051,6,,47.41478705241684,2.1108998224999596,0.21700657666648715,0.24805496877975677
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_t_learner_no_optimizer,pct_of_oracle_incremental,47.41261360729407,8.717911027735251,40.558550804109956,52.96288104958682,6,,47.41261360729407,2.447370375666651,0.2934325483335366,0.24688271486034372
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_t_learner_no_effort_model,pct_of_oracle_incremental,47.40198565598829,8.700464959848226,40.567271258244745,52.93854912345765,6,,47.40198565598829,2.021861465833657,0.23707695383382088,0.24643636418449902
abl_propensity_not_uplift,propensity_not_uplift,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,35.88081023263608,15.534781118115237,22.967760629434427,44.86536075339756,6,,35.88081023263608,0.055481304666500315,0.0012806613334153168,0.24943859194050225
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_propensity_ev_no_effort_model,pct_of_oracle_incremental,34.94701312673845,11.909188362435126,25.82666334104884,43.066720124201474,6,,34.94701312673845,1.2539365805002187,0.19044031066672076,0.2466102270311602
abl_propensity_not_uplift,propensity_not_uplift,0.25,propensity_ev_gbm,pct_of_oracle_incremental,34.81903133133752,14.424281863632695,23.586645666453776,44.50556336070583,6,,34.81903133133752,1.666874178500014,0.24066962366669023,0.24889414841252355
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_propensity_ev_no_optimizer,pct_of_oracle_incremental,34.808651992042826,12.050023024635385,25.566573537563926,42.96269091244204,6,,34.808651992042826,1.6530663608333878,0.2441411291665645,0.24645241372668217
abl_propensity_not_uplift,propensity_not_uplift,0.25,abl_propensity_ev_no_value_model,pct_of_oracle_incremental,31.03641435644316,8.20427852569796,25.197756239752213,36.87507247313411,6,,31.03641435644316,1.325368460333569,0.16456699433304792,0.24722776121597842
abl_sparse,sparse,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,6,,100.0,1.5721667902350116e-06,0.0005352751671428333,0.3022775353872332
abl_sparse,sparse,0.25,abl_propensity_ev_no_optimizer,pct_of_oracle_incremental,60.7845430101269,6.409913372966307,56.440228799078795,65.59767397539287,6,,60.7845430101269,1.6367467068333401,0.2546480261656446,0.2470226543392343
abl_sparse,sparse,0.25,abl_propensity_ev_no_effort_model,pct_of_oracle_incremental,60.74226556897437,6.453715224071315,56.362359608585216,65.60586190797159,6,,60.74226556897437,1.2464758578328958,0.19421376083391806,0.24720222770262054
abl_sparse,sparse,0.25,propensity_ev_gbm,pct_of_oracle_incremental,60.269982279330556,5.930888730341389,56.28554710885751,64.88295691887338,6,,60.269982279330556,1.6541753878330685,0.25106733633280476,0.24825417793688662
abl_sparse,sparse,0.25,abl_propensity_ev_no_value_model,pct_of_oracle_incremental,56.10705384981637,4.419447934551973,52.85431383237793,59.23437529529439,6,,56.10705384981637,1.306881461999789,0.16349662949960472,0.24839615443462834
abl_sparse,sparse,0.25,t_learner,pct_of_oracle_incremental,54.126725267923405,5.842048183465463,49.8689617720107,58.25435389926863,6,,54.126725267923405,2.438876919333476,0.303517718666626,0.2485371674331275
abl_sparse,sparse,0.25,abl_t_learner_no_effort_model,pct_of_oracle_incremental,53.73043500221109,7.051759477089122,48.4754896340819,58.67184709616877,6,,53.73043500221109,2.016339274500145,0.24526224133417904,0.2477567871658314
abl_sparse,sparse,0.25,abl_t_learner_no_optimizer,pct_of_oracle_incremental,53.51303393097703,7.083712853575548,48.254374236840675,58.53032262148542,6,,53.51303393097703,2.4026189976669534,0.30050691333356855,0.2472639145323149
abl_sparse,sparse,0.25,abl_t_learner_no_value_model,pct_of_oracle_incremental,50.627870066862364,5.010016279327215,47.204722080996284,54.457336305712225,6,,50.627870066862364,2.0643184086660162,0.219669305000328,0.24784380397968156
abl_sparse,sparse,0.25,hist_profit_per_agent_hour,pct_of_oracle_incremental,43.65709084124476,4.1705783587354,40.41279570701949,46.431648399496304,6,,43.65709084124476,0.05507231050008457,0.0012587458328804167,0.2482551842448164
abl_value_heterogeneity,value_heterogeneity,0.25,oracle,pct_of_oracle_incremental,100.0,0.0,100.0,100.0,6,,100.0,1.485333693077943e-06,0.00056806483341155,0.29605411581697577
abl_value_heterogeneity,value_heterogeneity,0.25,abl_propensity_ev_no_optimizer,pct_of_oracle_incremental,53.97820212426816,6.340553064732607,48.898654743606016,57.904017288743695,6,,53.97820212426816,1.6692533838331656,0.24782258266683735,0.24609270806622063
abl_value_heterogeneity,value_heterogeneity,0.25,abl_propensity_ev_no_effort_model,pct_of_oracle_incremental,53.81223289922257,6.2623820841002615,48.86087805523084,57.73821280653119,6,,53.81223289922257,1.2504864605004211,0.19092059666672867,0.24600665832974986
