regime,candidate,regret_pct_b0.7,pct_of_oracle_gain_b0.7,regret_pct_b1.0,pct_of_oracle_gain_b1.0,regret_pct_b1.5,pct_of_oracle_gain_b1.5,roi_mape,roi_rank_spearman
mmm_high_collinearity,equal_allocation,9.83817376419388,0.0,6.128127030620417,-9.682685869072251e-14,3.6692310121219722,0.0,0.9999150472584103,-0.7
mmm_high_collinearity,naive_ols,82.12906352845862,-735.5391219276435,84.27290033962377,-1276.2849352542962,86.23546590798682,-2251.7289297158877,1.6834580885438255,0.04077557911981178
mmm_high_collinearity,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.030565880627437775,1.0
mmm_high_collinearity,pymc_marketing_mmm,8.773418769315512,10.565124110780047,3.8561292325830596,36.80661443410326,2.2150595998700178,39.432063041768686,2.582140703575307,-0.625
mmm_high_collinearity,pymc_marketing_mmm_calibrated,13.504845331379084,-37.87987652208676,3.376746843471097,44.54890051331564,4.700657861616224,-28.609121890082534,0.2819108948375897,0.050000000000000024
mmm_high_collinearity,reported_roas,91.48132566984104,-830.0327211395762,92.68630383298179,-1412.753290579004,93.6461024360888,-2452.5896401317677,0.6066118081807788,0.7
mmm_high_collinearity,ridge_adstock_saturation,5.169400280175008,47.51134953344524,3.749332697164916,39.201996300346764,2.7741477116316995,24.779646419882276,0.9196232257740569,0.275
mmm_long_history,equal_allocation,9.971885310895962,0.0,6.212586386674013,0.0,3.7153998798007244,0.0,0.9999136644961246,-0.7
mmm_long_history,naive_ols,82.99496618668043,-736.9617950669514,85.25355225910438,-1279.1252795236687,87.19070645530356,-2255.976868302506,0.7632773604678392,0.12564945880212885
mmm_long_history,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.040437762989572176,1.0
mmm_long_history,pymc_marketing_mmm,50.93199913768265,-410.4671324428748,52.76109025767666,-750.5026964419417,36.81711252905828,-887.031948229106,0.8469491903877368,0.3
mmm_long_history,pymc_marketing_mmm_calibrated,33.40074403402249,-232.401007499355,25.12737325734459,-302.3194826893969,11.06485321307467,-198.0618414907167,0.204859369622237,0.5499999999999999
mmm_long_history,reported_roas,91.44187936024699,-817.9924777383737,92.6565383404438,-1393.0643492951535,93.62678934754837,-2422.247322939531,0.6027167416529052,0.7
mmm_long_history,ridge_adstock_saturation,5.2470401178943895,47.31679737783418,2.922575844804753,53.32526798297022,2.949881067052897,21.666623942990263,1.2361480640312354,-0.3749999999999999
mmm_low_signal,equal_allocation,9.933083558298335,0.0,6.187991469121987,0.0,3.701886319239602,0.0,0.9999142229815623,-0.7
mmm_low_signal,naive_ols,82.06758929137767,-728.401261312782,84.21192046640937,-1264.2219015704604,86.19084940482519,-2232.8349391344505,1.2440057435454535,0.07924976732300505
mmm_low_signal,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.03645852115104978,1.0
mmm_low_signal,pymc_marketing_mmm,15.660532105444934,-60.41191197831802,6.255317114806494,-2.5798998832928177,3.0340996244502563,17.105014754447634,1.4075565972957897,-0.44999999999999996
mmm_low_signal,pymc_marketing_mmm_calibrated,3.1600434007283114,68.11433131349622,1.6151386777472672,73.32516097189105,2.289099812594782,37.46533527968935,0.21945582253417928,0.44999999999999996
mmm_low_signal,reported_roas,91.45330532323649,-821.4484567299023,92.66516564094829,-1398.7302290291168,93.63239294071177,-2431.0326797981443,0.6043015728475752,0.7
mmm_low_signal,ridge_adstock_saturation,13.226169872065501,-33.21818768016658,6.543536729354315,-4.8132438378279865,5.022332900488853,-33.87717686246843,0.8100412423695682,0.024999999999999994
mmm_smb_short_history,equal_allocation,9.82427444835644,3.6247351439511096e-14,6.120387804179872,0.0,3.6649350915770507,0.0,0.9999140462799765,-0.7
mmm_smb_short_history,naive_ols,86.30377219186722,-778.1222600270719,87.73434003697656,-1333.0703378550693,89.13646223734781,-2331.6180303665583,1.276907999818142,-0.5231783558076978
mmm_smb_short_history,oracle,0.0,100.0,0.0,100.0,0.0,100.0,0.04222109687946845,1.0
mmm_smb_short_history,pymc_marketing_mmm,12.497455538139734,-28.57123450795935,4.938263800666231,17.955434060827276,1.7531910684564929,50.805679729130915,1.7071981221658648,-0.3999999999999999
